"list_name","name","label","image","cf"
"g_n_divisions","1103_1181","Mahawatta","","Colombo"
"g_n_divisions","1103_1471","Aluthmawatha","","Colombo"
"g_n_divisions","1103_17","Sammanthranapura","","Colombo"
"g_n_divisions","1103_1760","Lunupokuna","","Colombo"
"g_n_divisions","1103_2048","Bloemendhal","","Colombo"
"g_n_divisions","1103_2336","Kotahena East","","Colombo"
"g_n_divisions","1103_2623","Kotahena West","","Colombo"
"g_n_divisions","1103_2907","Kochchikade North","","Colombo"
"g_n_divisions","1103_311","Mattakkuliya","","Colombo"
"g_n_divisions","1103_3187","Jinthupitiya","","Colombo"
"g_n_divisions","1103_3467","Masangasweediya","","Colombo"
"g_n_divisions","1103_3743","New Bazaar","","Colombo"
"g_n_divisions","1103_4017","Grandpass South","","Colombo"
"g_n_divisions","1103_4288","Grandpass North","","Colombo"
"g_n_divisions","1103_4554","Nawagampura","","Colombo"
"g_n_divisions","1103_4816","Maligawatta East","","Colombo"
"g_n_divisions","1103_5071","Khettarama","","Colombo"
"g_n_divisions","1103_5321","Aluthkade East","","Colombo"
"g_n_divisions","1103_5606","Aluthkade West","","Colombo"
"g_n_divisions","1103_5837","Kochchikade South","","Colombo"
"g_n_divisions","1103_601","Modara","","Colombo"
"g_n_divisions","1103_6064","Pettah","","Colombo"
"g_n_divisions","1103_6287","Fort","","Colombo"
"g_n_divisions","1103_6509","Galle Face","","Colombo"
"g_n_divisions","1103_6727","Slave Island","","Colombo"
"g_n_divisions","1103_6939","Hunupitiya","","Colombo"
"g_n_divisions","1103_7145","Suduwella","","Colombo"
"g_n_divisions","1103_7347","Keselwatta","","Colombo"
"g_n_divisions","1103_7542","Panchikawatta","","Colombo"
"g_n_divisions","1103_7727","Maligawatta West","","Colombo"
"g_n_divisions","1103_7905","Maligakanda","","Colombo"
"g_n_divisions","1103_8077","Maradana","","Colombo"
"g_n_divisions","1103_8245","Ibbanwala","","Colombo"
"g_n_divisions","1103_8408","Wekanda","","Colombo"
"g_n_divisions","1103_891","Madampitiya","","Colombo"
"g_n_divisions","1106_1186","Veheragoda","","Kolonnawa"
"g_n_divisions","1106_1476","Orugodawatta","","Kolonnawa"
"g_n_divisions","1106_1765","Meethotamulla","","Kolonnawa"
"g_n_divisions","1106_2053","Welewatta","","Kolonnawa"
"g_n_divisions","1106_22","Wadulla","","Kolonnawa"
"g_n_divisions","1106_2341","Kittampahuwa","","Kolonnawa"
"g_n_divisions","1106_2628","Wennawatta","","Kolonnawa"
"g_n_divisions","1106_2912","Maha Buthgamuwa B","","Kolonnawa"
"g_n_divisions","1106_316","Sedawatta","","Kolonnawa"
"g_n_divisions","1106_3192","Kuda Buthgamuwa","","Kolonnawa"
"g_n_divisions","1106_3472","Kelanimulla","","Kolonnawa"
"g_n_divisions","1106_3748","Ambathale","","Kolonnawa"
"g_n_divisions","1106_4022","Mulleriyawa North","","Kolonnawa"
"g_n_divisions","1106_4292","Belagama","","Kolonnawa"
"g_n_divisions","1106_4558","Kotikawatta East","","Kolonnawa"
"g_n_divisions","1106_4820","Maha Buthgamuwa A","","Kolonnawa"
"g_n_divisions","1106_5075","Maha Buthgamuwa C","","Kolonnawa"
"g_n_divisions","1106_5325","Wellampitiya","","Kolonnawa"
"g_n_divisions","1106_5610","Kuruniyawatta","","Kolonnawa"
"g_n_divisions","1106_5841","Kolonnawa","","Kolonnawa"
"g_n_divisions","1106_606","Halmulla","","Kolonnawa"
"g_n_divisions","1106_6068","Dahampura","","Kolonnawa"
"g_n_divisions","1106_6291","Singhapura","","Kolonnawa"
"g_n_divisions","1106_6513","Megoda Kolonnawa","","Kolonnawa"
"g_n_divisions","1106_6731","Bopetta","","Kolonnawa"
"g_n_divisions","1106_6943","Batalandahena","","Kolonnawa"
"g_n_divisions","1106_7149","Kotikawatta West","","Kolonnawa"
"g_n_divisions","1106_7351","Mulleriyawa South","","Kolonnawa"
"g_n_divisions","1106_7546","Malgama","","Kolonnawa"
"g_n_divisions","1106_7731","Udumulla North","","Kolonnawa"
"g_n_divisions","1106_7909","Maligagodella","","Kolonnawa"
"g_n_divisions","1106_8081","Rajasinghagama","","Kolonnawa"
"g_n_divisions","1106_8249","Udumulla South","","Kolonnawa"
"g_n_divisions","1106_8412","Himbutana East","","Kolonnawa"
"g_n_divisions","1106_8571","Himbutana West","","Kolonnawa"
"g_n_divisions","1106_8722","Malpura","","Kolonnawa"
"g_n_divisions","1106_8868","Gothatuwa New Town","","Kolonnawa"
"g_n_divisions","1106_896","Kotuvila","","Kolonnawa"
"g_n_divisions","1106_9009","Kajugahawatta","","Kolonnawa"
"g_n_divisions","1106_9146","Gothatuwa","","Kolonnawa"
"g_n_divisions","1106_9276","Salamulla","","Kolonnawa"
"g_n_divisions","1106_9398","Wijayapura","","Kolonnawa"
"g_n_divisions","1106_9514","Gajabapura","","Kolonnawa"
"g_n_divisions","1106_9623","Madinnagoda","","Kolonnawa"
"g_n_divisions","1106_9728","Elhena","","Kolonnawa"
"g_n_divisions","1106_9826","Dodamgahahena","","Kolonnawa"
"g_n_divisions","1109_10009","Jayawadanagama","","Kaduwela"
"g_n_divisions","1109_10096","Aruppitiya","","Kaduwela"
"g_n_divisions","1109_10177","Asiri Uyana","","Kaduwela"
"g_n_divisions","1109_10253","Battaramulla South","","Kaduwela"
"g_n_divisions","1109_10327","Rajamalwatta","","Kaduwela"
"g_n_divisions","1109_10396","Pahalawela","","Kaduwela"
"g_n_divisions","1109_10461","Wickramasinghapura","","Kaduwela"
"g_n_divisions","1109_10519","Wellangiriya","","Kaduwela"
"g_n_divisions","1109_10576","Hokandara South","","Kaduwela"
"g_n_divisions","1109_10630","Athurugiriya South","","Kaduwela"
"g_n_divisions","1109_1184","Pahala Bomiriya","","Kaduwela"
"g_n_divisions","1109_1474","Ihala Bomiriya","","Kaduwela"
"g_n_divisions","1109_1763","Wekewatta","","Kaduwela"
"g_n_divisions","1109_20","Welivita","","Kaduwela"
"g_n_divisions","1109_2051","Nawagamuwa","","Kaduwela"
"g_n_divisions","1109_2339","Pahala Bomiriya B","","Kaduwela"
"g_n_divisions","1109_2626","Welihinda","","Kaduwela"
"g_n_divisions","1109_2910","Kothalawala","","Kaduwela"
"g_n_divisions","1109_314","Raggahawatta","","Kaduwela"
"g_n_divisions","1109_3190","Mahadeniya","","Kaduwela"
"g_n_divisions","1109_3470","Thalahena North","","Kaduwela"
"g_n_divisions","1109_3746","Malabe North","","Kaduwela"
"g_n_divisions","1109_4020","Thunadahena","","Kaduwela"
"g_n_divisions","1109_4290","Korathota","","Kaduwela"
"g_n_divisions","1109_4556","Nawagamuwa South","","Kaduwela"
"g_n_divisions","1109_4818","Batewela","","Kaduwela"
"g_n_divisions","1109_5073","Ranala","","Kaduwela"
"g_n_divisions","1109_5323","Dedigamuwa","","Kaduwela"
"g_n_divisions","1109_5608","Embilladeniya","","Kaduwela"
"g_n_divisions","1109_5839","Welipillewa","","Kaduwela"
"g_n_divisions","1109_604","Hewagama","","Kaduwela"
"g_n_divisions","1109_6066","Shanthalokagama","","Kaduwela"
"g_n_divisions","1109_6289","Pore","","Kaduwela"
"g_n_divisions","1109_6511","Malabe East","","Kaduwela"
"g_n_divisions","1109_6729","Malabe West","","Kaduwela"
"g_n_divisions","1109_6941","Thalangama North B","","Kaduwela"
"g_n_divisions","1109_7147","Thalahena South","","Kaduwela"
"g_n_divisions","1109_7349","Muttettugoda","","Kaduwela"
"g_n_divisions","1109_7544","Thalangama North A","","Kaduwela"
"g_n_divisions","1109_7729","Walpola","","Kaduwela"
"g_n_divisions","1109_7907","Kalapaluwawa","","Kaduwela"
"g_n_divisions","1109_8079","Kotuwegoda","","Kaduwela"
"g_n_divisions","1109_8247","Subhoothipura","","Kaduwela"
"g_n_divisions","1109_8410","Udumulla","","Kaduwela"
"g_n_divisions","1109_8569","Battaramulla North","","Kaduwela"
"g_n_divisions","1109_8720","Batapotha","","Kaduwela"
"g_n_divisions","1109_8866","Pothuarawa","","Kaduwela"
"g_n_divisions","1109_894","Kaduwela","","Kaduwela"
"g_n_divisions","1109_9007","Hokandara North","","Kaduwela"
"g_n_divisions","1109_9144","Oruwala","","Kaduwela"
"g_n_divisions","1109_9274","Athurugiriya","","Kaduwela"
"g_n_divisions","1109_9396","Thaldiyawala","","Kaduwela"
"g_n_divisions","1109_9512","Boralugoda","","Kaduwela"
"g_n_divisions","1109_9621","Hokandara East","","Kaduwela"
"g_n_divisions","1109_9726","Arangala","","Kaduwela"
"g_n_divisions","1109_9824","Evarihena","","Kaduwela"
"g_n_divisions","1109_9919","Kumaragewatta","","Kaduwela"
"g_n_divisions","1112_10008","Mattegoda East","","Homagama"
"g_n_divisions","1112_10095","Brahmanagama","","Homagama"
"g_n_divisions","1112_10176","Deepangoda","","Homagama"
"g_n_divisions","1112_10252","Magammana West","","Homagama"
"g_n_divisions","1112_10326","Magammana East","","Homagama"
"g_n_divisions","1112_10395","Uduwana","","Homagama"
"g_n_divisions","1112_10460","Prasannapura","","Homagama"
"g_n_divisions","1112_10518","Pitipana North","","Homagama"
"g_n_divisions","1112_10575","Suwapubudugama","","Homagama"
"g_n_divisions","1112_10629","Pitipana South","","Homagama"
"g_n_divisions","1112_10679","Dolahena","","Homagama"
"g_n_divisions","1112_10725","Diyagama East","","Homagama"
"g_n_divisions","1112_10770","Diyagama West","","Homagama"
"g_n_divisions","1112_10811","Kirigampamunuwa","","Homagama"
"g_n_divisions","1112_10849","Mattegoda Central 'B'","","Homagama"
"g_n_divisions","1112_10887","Siyambalagoda North","","Homagama"
"g_n_divisions","1112_10925","Kudamaduwa","","Homagama"
"g_n_divisions","1112_10961","Sangharama","","Homagama"
"g_n_divisions","1112_10995","Siyambalagoda South","","Homagama"
"g_n_divisions","1112_11029","Rilawala","","Homagama"
"g_n_divisions","1112_11062","Kahathuduwa West","","Homagama"
"g_n_divisions","1112_11092","Kiriwattuduwa South","","Homagama"
"g_n_divisions","1112_11120","kiriwattuduwa North","","Homagama"
"g_n_divisions","1112_11148","Moonamale - Yakahaluwa","","Homagama"
"g_n_divisions","1112_11175","Kithulavila","","Homagama"
"g_n_divisions","1112_11200","Kahathuduwa North","","Homagama"
"g_n_divisions","1112_11223","Kahathuduwa East","","Homagama"
"g_n_divisions","1112_11243","Kahathuduwa South","","Homagama"
"g_n_divisions","1112_11263","Undurugoda","","Homagama"
"g_n_divisions","1112_11283","Wethara","","Homagama"
"g_n_divisions","1112_11303","Ambalangoda","","Homagama"
"g_n_divisions","1112_11323","Heraliyawala","","Homagama"
"g_n_divisions","1112_11343","Palagama","","Homagama"
"g_n_divisions","1112_11362","weniwelkola","","Homagama"
"g_n_divisions","1112_1183","Batawala","","Homagama"
"g_n_divisions","1112_1473","Walpita","","Homagama"
"g_n_divisions","1112_1762","Nawalamulla","","Homagama"
"g_n_divisions","1112_19","Jalthara","","Homagama"
"g_n_divisions","1112_2050","Meegasmulla","","Homagama"
"g_n_divisions","1112_2338","Habarakada North","","Homagama"
"g_n_divisions","1112_2625","Mullegama North","","Homagama"
"g_n_divisions","1112_2909","Mullegama South","","Homagama"
"g_n_divisions","1112_313","Henpita","","Homagama"
"g_n_divisions","1112_3189","Habarakada South","","Homagama"
"g_n_divisions","1112_3469","Panagoda Town","","Homagama"
"g_n_divisions","1112_3745","Henawatta","","Homagama"
"g_n_divisions","1112_4019","Meegoda North","","Homagama"
"g_n_divisions","1112_4289","Panaluwa","","Homagama"
"g_n_divisions","1112_4555","Watareka North","","Homagama"
"g_n_divisions","1112_4817","Meegoda South","","Homagama"
"g_n_divisions","1112_5072","Godagama North","","Homagama"
"g_n_divisions","1112_5322","Panagoda West","","Homagama"
"g_n_divisions","1112_5607","Panagoda East","","Homagama"
"g_n_divisions","1112_5838","Habarakada Watta","","Homagama"
"g_n_divisions","1112_603","Atigala West","","Homagama"
"g_n_divisions","1112_6065","Homagama North","","Homagama"
"g_n_divisions","1112_6288","Homagama West","","Homagama"
"g_n_divisions","1112_6510","Homagama South","","Homagama"
"g_n_divisions","1112_6728","Galavilawatta North","","Homagama"
"g_n_divisions","1112_6940","Homagama Town","","Homagama"
"g_n_divisions","1112_7146","Homagama East","","Homagama"
"g_n_divisions","1112_7348","Pitipana Town","","Homagama"
"g_n_divisions","1112_7543","Godagama South","","Homagama"
"g_n_divisions","1112_7728","Kurunduwatta","","Homagama"
"g_n_divisions","1112_7906","Gehenuwala","","Homagama"
"g_n_divisions","1112_8078","Watareka South","","Homagama"
"g_n_divisions","1112_8246","Ovitigama","","Homagama"
"g_n_divisions","1112_8409","Kandanawatta","","Homagama"
"g_n_divisions","1112_8568","Kiriberiyakele","","Homagama"
"g_n_divisions","1112_8719","Mawathgama","","Homagama"
"g_n_divisions","1112_8865","Katuwana","","Homagama"
"g_n_divisions","1112_893","Atigala East","","Homagama"
"g_n_divisions","1112_9006","Galavilawatta South","","Homagama"
"g_n_divisions","1112_9143","Niyandagala","","Homagama"
"g_n_divisions","1112_9273","Hiripitiya","","Homagama"
"g_n_divisions","1112_9395","Mambulgoda","","Homagama"
"g_n_divisions","1112_9511","Kithulhena","","Homagama"
"g_n_divisions","1112_9620","Siddamulla North","","Homagama"
"g_n_divisions","1112_9725","Siddamulla South","","Homagama"
"g_n_divisions","1112_9823","Mattegoda West","","Homagama"
"g_n_divisions","1112_9918","Mattegoda Central 'A'","","Homagama"
"g_n_divisions","1115_10011","Lahirugama","","Seethawaka"
"g_n_divisions","1115_10098","Mambula","","Seethawaka"
"g_n_divisions","1115_10179","Welikanna","","Seethawaka"
"g_n_divisions","1115_10255","Kahahena","","Seethawaka"
"g_n_divisions","1115_10329","Neluwattuduwa","","Seethawaka"
"g_n_divisions","1115_10398","Diddeniya North","","Seethawaka"
"g_n_divisions","1115_10463","Ihala Hanwella South","","Seethawaka"
"g_n_divisions","1115_10521","Pahathgama","","Seethawaka"
"g_n_divisions","1115_10578","Jayaweeragoda","","Seethawaka"
"g_n_divisions","1115_10632","Koodaluvila","","Seethawaka"
"g_n_divisions","1115_10681","Thunnana East","","Seethawaka"
"g_n_divisions","1115_10727","Diddeniya South","","Seethawaka"
"g_n_divisions","1115_10772","Elamalawala","","Seethawaka"
"g_n_divisions","1115_10813","Ilukovita","","Seethawaka"
"g_n_divisions","1115_10851","Koswatta","","Seethawaka"
"g_n_divisions","1115_10889","Pagngnagula","","Seethawaka"
"g_n_divisions","1115_10927","Pelpola","","Seethawaka"
"g_n_divisions","1115_10963","Kudakanda","","Seethawaka"
"g_n_divisions","1115_10997","Thunnana West","","Seethawaka"
"g_n_divisions","1115_11031","Mawathagama West","","Seethawaka"
"g_n_divisions","1115_11064","Mawathagama East","","Seethawaka"
"g_n_divisions","1115_1191","Eswatta North","","Seethawaka"
"g_n_divisions","1115_1481","Kiriwandala North","","Seethawaka"
"g_n_divisions","1115_1770","Kudagama","","Seethawaka"
"g_n_divisions","1115_2058","Weralupitiya","","Seethawaka"
"g_n_divisions","1115_2346","Seethagama","","Seethawaka"
"g_n_divisions","1115_2633","Avissawella","","Seethawaka"
"g_n_divisions","1115_27","Bollathawa","","Seethawaka"
"g_n_divisions","1115_2917","Ukwatta","","Seethawaka"
"g_n_divisions","1115_3197","Agra Pedesa","","Seethawaka"
"g_n_divisions","1115_321","Kanampella West","","Seethawaka"
"g_n_divisions","1115_3477","Eswatta South","","Seethawaka"
"g_n_divisions","1115_3752","Ihala Kosgama North","","Seethawaka"
"g_n_divisions","1115_4026","Thawalgoda","","Seethawaka"
"g_n_divisions","1115_4296","Muruthagama","","Seethawaka"
"g_n_divisions","1115_4562","Akaravita","","Seethawaka"
"g_n_divisions","1115_4824","Kahatapitiya","","Seethawaka"
"g_n_divisions","1115_5079","Kalu Aggala","","Seethawaka"
"g_n_divisions","1115_5329","Salawa","","Seethawaka"
"g_n_divisions","1115_5614","Pahala Kosgama west","","Seethawaka"
"g_n_divisions","1115_5845","Pahala Kosgama East","","Seethawaka"
"g_n_divisions","1115_6072","Ihala Kosgama South","","Seethawaka"
"g_n_divisions","1115_611","Kanampella East","","Seethawaka"
"g_n_divisions","1115_6295","Miriswatta","","Seethawaka"
"g_n_divisions","1115_6517","Aluth Ambalama","","Seethawaka"
"g_n_divisions","1115_6735","Kiriwandala South","","Seethawaka"
"g_n_divisions","1115_6947","Kotahera","","Seethawaka"
"g_n_divisions","1115_7153","Seethawaka","","Seethawaka"
"g_n_divisions","1115_7355","Aradhana Kanda","","Seethawaka"
"g_n_divisions","1115_7550","Puwakpitiya South","","Seethawaka"
"g_n_divisions","1115_7735","Puwakpitiya","","Seethawaka"
"g_n_divisions","1115_7913","Egodagama","","Seethawaka"
"g_n_divisions","1115_8085","Weragolla North","","Seethawaka"
"g_n_divisions","1115_8253","Hingurala","","Seethawaka"
"g_n_divisions","1115_8416","Kadugoda North","","Seethawaka"
"g_n_divisions","1115_8575","Mawalgama","","Seethawaka"
"g_n_divisions","1115_8726","Suduwella","","Seethawaka"
"g_n_divisions","1115_8872","Gira Imbula","","Seethawaka"
"g_n_divisions","1115_901","Manakada","","Seethawaka"
"g_n_divisions","1115_9013","Walawwatta","","Seethawaka"
"g_n_divisions","1115_9150","Pahala Hanwella","","Seethawaka"
"g_n_divisions","1115_9280","Hanwella Town","","Seethawaka"
"g_n_divisions","1115_9401","Ihala Hanwella North","","Seethawaka"
"g_n_divisions","1115_9516","Niripola","","Seethawaka"
"g_n_divisions","1115_9625","Brandigampala","","Seethawaka"
"g_n_divisions","1115_9730","Kadugoda South","","Seethawaka"
"g_n_divisions","1115_9828","Weragolla South","","Seethawaka"
"g_n_divisions","1115_9921","Digana","","Seethawaka"
"g_n_divisions","1118_1189","Thummodara","","Padukka"
"g_n_divisions","1118_1479","Waga South","","Padukka"
"g_n_divisions","1118_1768","Siyambalawa","","Padukka"
"g_n_divisions","1118_2056","Pahala Bope","","Padukka"
"g_n_divisions","1118_2344","Halpe","","Padukka"
"g_n_divisions","1118_25","Pinnawala North","","Padukka"
"g_n_divisions","1118_2631","Waga West","","Padukka"
"g_n_divisions","1118_2915","Uggalla","","Padukka"
"g_n_divisions","1118_319","Pinnawala South","","Padukka"
"g_n_divisions","1118_3195","Wewelpanawa","","Padukka"
"g_n_divisions","1118_3475","Pitumpe North","","Padukka"
"g_n_divisions","1118_3751","Pitumpe South","","Padukka"
"g_n_divisions","1118_4025","Galagedara East","","Padukka"
"g_n_divisions","1118_4295","Galagedara North","","Padukka"
"g_n_divisions","1118_4561","Galagedara South","","Padukka"
"g_n_divisions","1118_4823","Padukka","","Padukka"
"g_n_divisions","1118_5078","Arukwatta North","","Padukka"
"g_n_divisions","1118_5328","Arukwatta South","","Padukka"
"g_n_divisions","1118_5613","Ganegoda","","Padukka"
"g_n_divisions","1118_5844","Angampitiya","","Padukka"
"g_n_divisions","1118_6071","Weragala","","Padukka"
"g_n_divisions","1118_609","Waga North","","Padukka"
"g_n_divisions","1118_6294","Angamuwa","","Padukka"
"g_n_divisions","1118_6516","Udumulla","","Padukka"
"g_n_divisions","1118_6734","Poregedara","","Padukka"
"g_n_divisions","1118_6946","Pahala Padukka","","Padukka"
"g_n_divisions","1118_7152","Liyanwala","","Padukka"
"g_n_divisions","1118_7354","Kurugala","","Padukka"
"g_n_divisions","1118_7549","Madulawa South","","Padukka"
"g_n_divisions","1118_7734","Madulawa North","","Padukka"
"g_n_divisions","1118_7912","Horakandawala","","Padukka"
"g_n_divisions","1118_8084","Dampe","","Padukka"
"g_n_divisions","1118_8252","Beruketiya","","Padukka"
"g_n_divisions","1118_8415","Horagala West","","Padukka"
"g_n_divisions","1118_8574","Horagala East","","Padukka"
"g_n_divisions","1118_8725","Beliattavila","","Padukka"
"g_n_divisions","1118_8871","Miriyagalla","","Padukka"
"g_n_divisions","1118_899","Waga East","","Padukka"
"g_n_divisions","1118_9012","Malagala","","Padukka"
"g_n_divisions","1118_9149","Kahawala","","Padukka"
"g_n_divisions","1118_9279","Yatawathura","","Padukka"
"g_n_divisions","1118_9400","Mahingala","","Padukka"
"g_n_divisions","1118_9515","Ihala Bope","","Padukka"
"g_n_divisions","1118_9624","Gurulana","","Padukka"
"g_n_divisions","1118_9729","Udagama","","Padukka"
"g_n_divisions","1118_9827","Dambora","","Padukka"
"g_n_divisions","1121_1187","Thalawathugoda East","","Maharagama"
"g_n_divisions","1121_1477","Kalalgoda","","Maharagama"
"g_n_divisions","1121_1766","Kottawa East","","Maharagama"
"g_n_divisions","1121_2054","Rukmale West","","Maharagama"
"g_n_divisions","1121_23","Mirihana South","","Maharagama"
"g_n_divisions","1121_2342","Rukmale East A","","Maharagama"
"g_n_divisions","1121_2629","Rukmale East B","","Maharagama"
"g_n_divisions","1121_2913","Liyanagoda","","Maharagama"
"g_n_divisions","1121_317","Mirihana North","","Maharagama"
"g_n_divisions","1121_3193","Kottawa North","","Maharagama"
"g_n_divisions","1121_3473","Depanama","","Maharagama"
"g_n_divisions","1121_3749","Polwatta","","Maharagama"
"g_n_divisions","1121_4023","Pamunuwa","","Maharagama"
"g_n_divisions","1121_4293","Thalapathpitiya","","Maharagama"
"g_n_divisions","1121_4559","Pragathipura","","Maharagama"
"g_n_divisions","1121_4821","Udahamulla East","","Maharagama"
"g_n_divisions","1121_5076","Udahamulla West","","Maharagama"
"g_n_divisions","1121_5326","Pathiragoda","","Maharagama"
"g_n_divisions","1121_5611","Maharagama East","","Maharagama"
"g_n_divisions","1121_5842","Maharagama West","","Maharagama"
"g_n_divisions","1121_6069","Dambahena","","Maharagama"
"g_n_divisions","1121_607","Madiwela","","Maharagama"
"g_n_divisions","1121_6292","Pannipitiya North","","Maharagama"
"g_n_divisions","1121_6514","Kottawa West","","Maharagama"
"g_n_divisions","1121_6732","Kottawa South","","Maharagama"
"g_n_divisions","1121_6944","Malapalla West","","Maharagama"
"g_n_divisions","1121_7150","Malapalla East","","Maharagama"
"g_n_divisions","1121_7352","Makumbura North","","Maharagama"
"g_n_divisions","1121_7547","Makumbura South","","Maharagama"
"g_n_divisions","1121_7732","Kottawa Town","","Maharagama"
"g_n_divisions","1121_7910","Pannipitiya South","","Maharagama"
"g_n_divisions","1121_8082","Maharagama Town","","Maharagama"
"g_n_divisions","1121_8250","Godigamuwa South","","Maharagama"
"g_n_divisions","1121_8413","Godigamuwa South B","","Maharagama"
"g_n_divisions","1121_8572","Godigamuwa North","","Maharagama"
"g_n_divisions","1121_8723","Wattegedara","","Maharagama"
"g_n_divisions","1121_8869","Navinna","","Maharagama"
"g_n_divisions","1121_897","Thalawathugoda West","","Maharagama"
"g_n_divisions","1121_9010","Wijerama","","Maharagama"
"g_n_divisions","1121_9147","Gangodavila South B","","Maharagama"
"g_n_divisions","1121_9277","Jambugasmulla","","Maharagama"
"g_n_divisions","1124_1192","Welikada North","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_1482","Nawala West","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_1771","Koswatta","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_2059","Ethulkotte West","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_2347","Ethulkotte","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_2634","Pitakotte East","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_28","Obesekarapura","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_2918","Pitakotte","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_3198","Pitakotte West","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_322","Welikada West","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_3478","Nawala East","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_3753","Nugegoda West","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_4027","Pagoda","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_4297","Nugegoda","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_4563","Pagoda East","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_4825","Gangodavila North","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_5080","Gangodavila South","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_5330","Gangodavila East","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_612","Welikada East","","Sri Jayawardanapura Kotte"
"g_n_divisions","1124_902","Rajagiriya","","Sri Jayawardanapura Kotte"
"g_n_divisions","1127_1193","Kuppiyawatta East","","Thimbirigasyaya"
"g_n_divisions","1127_1483","Dematagoda","","Thimbirigasyaya"
"g_n_divisions","1127_1772","Wanathamulla","","Thimbirigasyaya"
"g_n_divisions","1127_2060","Borella North","","Thimbirigasyaya"
"g_n_divisions","1127_2348","Borella South","","Thimbirigasyaya"
"g_n_divisions","1127_2635","Gothamipura","","Thimbirigasyaya"
"g_n_divisions","1127_29","Kollupitiya","","Thimbirigasyaya"
"g_n_divisions","1127_2919","Narahenpita","","Thimbirigasyaya"
"g_n_divisions","1127_3199","Thimbirigasyaya","","Thimbirigasyaya"
"g_n_divisions","1127_323","Bambalapitiya","","Thimbirigasyaya"
"g_n_divisions","1127_3479","Milagiriya","","Thimbirigasyaya"
"g_n_divisions","1127_3754","Havelock Town","","Thimbirigasyaya"
"g_n_divisions","1127_4028","Kirula","","Thimbirigasyaya"
"g_n_divisions","1127_4298","Kirulapone","","Thimbirigasyaya"
"g_n_divisions","1127_4564","Wellawatta North","","Thimbirigasyaya"
"g_n_divisions","1127_4826","Wellawatta South","","Thimbirigasyaya"
"g_n_divisions","1127_5081","Pamankada West","","Thimbirigasyaya"
"g_n_divisions","1127_5331","Pamankada East","","Thimbirigasyaya"
"g_n_divisions","1127_613","Kurunduwatta","","Thimbirigasyaya"
"g_n_divisions","1127_903","Kuppiyawatta West","","Thimbirigasyaya"
"g_n_divisions","1130_1182","Kalubovila","","Dehiwala"
"g_n_divisions","1130_1472","Hathbodhiya","","Dehiwala"
"g_n_divisions","1130_1761","Galwala","","Dehiwala"
"g_n_divisions","1130_18","Sri Saranankara","","Dehiwala"
"g_n_divisions","1130_2049","Dehiwala West","","Dehiwala"
"g_n_divisions","1130_2337","Dehiwala East","","Dehiwala"
"g_n_divisions","1130_2624","Udyanaya","","Dehiwala"
"g_n_divisions","1130_2908","Nedimala","","Dehiwala"
"g_n_divisions","1130_312","Vilawala","","Dehiwala"
"g_n_divisions","1130_3188","Malwatta","","Dehiwala"
"g_n_divisions","1130_3468","Jayathilaka","","Dehiwala"
"g_n_divisions","1130_3744","Karagampitiya","","Dehiwala"
"g_n_divisions","1130_4018","Kawdana East","","Dehiwala"
"g_n_divisions","1130_602","Dutugemunu","","Dehiwala"
"g_n_divisions","1130_892","Kohuwala","","Dehiwala"
"g_n_divisions","1131_1190","Katukurunduwatta","","Rathmalana"
"g_n_divisions","1131_1480","Attidiya North","","Rathmalana"
"g_n_divisions","1131_1769","Attidiya South","","Rathmalana"
"g_n_divisions","1131_2057","Piriwena","","Rathmalana"
"g_n_divisions","1131_2345","Wedikanda","","Rathmalana"
"g_n_divisions","1131_26","Mount Lavinia","","Rathmalana"
"g_n_divisions","1131_2632","Vihara","","Rathmalana"
"g_n_divisions","1131_2916","Rathmalana West","","Rathmalana"
"g_n_divisions","1131_3196","Rathmalana East","","Rathmalana"
"g_n_divisions","1131_320","Kawdana West","","Rathmalana"
"g_n_divisions","1131_3476","Kandawala","","Rathmalana"
"g_n_divisions","1131_610","Watarappala","","Rathmalana"
"g_n_divisions","1131_900","Wathumulla","","Rathmalana"
"g_n_divisions","1133_1188","Dahampura","","Moratuwa"
"g_n_divisions","1133_1478","Thelawala North","","Moratuwa"
"g_n_divisions","1133_1767","Borupana","","Moratuwa"
"g_n_divisions","1133_2055","Thelawala South","","Moratuwa"
"g_n_divisions","1133_2343","Lakshapathiya North","","Moratuwa"
